id,prix,surface,pieces,ville,prix_log,surface_log,type_bien_APPARTEMENT,type_bien_AUTRE,type_bien_MAISON,type_bien_PARKING,type_bien_TERRAIN,cluster
822,323000,70.0,4.0,250826.09747430484,12.685410698175234,4.2626798770413155,True,False,False,False,False,0
823,152000,39.0,2.0,250826.09747430484,11.931642378754141,3.6888794541139363,True,False,False,False,False,5
824,299000,117.0,5.0,223836.16440001718,12.608202196848836,4.770684624465665,False,False,True,False,False,7
825,299500,88.0,5.0,289986.40055241284,12.60987303543023,4.48863636973214,False,False,True,False,False,7
826,137000,158.0,5.0,282248.30531431764,11.827743504053695,5.0689042022202315,False,False,True,False,False,7
827,82000,90.0,7.0,279629.25769527,11.314486721293981,4.51085950651685,False,False,True,False,False,2
828,220000,611.0,4.686456400742115,286200.6862666986,12.301387370778713,6.416732282512326,False,False,False,False,True,6
829,191000,50.0,3.0,284819.73388574616,12.160033942617156,3.9318256327243257,False,False,True,False,False,4
830,214000,102.0,7.0,286055.20052730315,12.273735966890268,4.634728988229636,False,False,True,False,False,2
832,249600,38.0,2.0,316635.4092000291,12.42761892187964,3.6635616461296463,False,False,True,False,False,5
833,352000,85.0,4.0,295873.382345485,12.77138929548529,4.454347296253507,False,False,True,False,False,4
834,395450,100.0,4.0,302637.5831130726,12.887782164709064,4.61512051684126,False,False,True,False,False,4
835,142000,760.0,4.686456400742115,274646.1096182123,11.863589378812122,6.634633357861686,False,False,False,False,True,6
836,292650,90.0,4.0,289660.21007622237,12.586736051764614,4.51085950651685,False,False,True,False,False,4
837,460535,110.0,5.0,293579.0641636668,13.040146307517688,4.709530201312334,False,False,True,False,False,7
838,45000,2560.0,4.686456400742115,277867.3529333652,10.714439990727769,7.848153086199526,False,False,False,False,True,6
839,288000,145.0,7.0,289438.7815047938,12.570719231334277,4.983606621708336,False,False,True,False,False,2
840,362000,110.0,4.0,292962.5910286033,12.799402253235032,4.709530201312334,True,False,False,False,False,0
841,279000,140.0,4.0,289010.21007622237,12.53897064502647,4.948759890378168,False,False,True,False,False,4
842,192000,294.0,4.686456400742115,284867.3529333652,12.165255859329688,5.68697535633982,True,False,False,False,False,6
843,430000,110.0,5.0,296200.6862666986,12.971542813248437,4.709530201312334,False,False,True,False,False,7
844,85155,391.0,4.686456400742115,279779.4957905081,11.352240147495628,5.971261839790462,False,False,False,False,True,6
845,95000,240.0,4.0,280248.30531431764,11.461642696843066,5.484796933490655,False,True,False,False,False,4
846,599000,122.0,5.0,304248.30531431764,13.303018546545275,4.812184355372417,False,False,True,False,False,7
847,139900,75.0,4.686456400742115,282386.40055241284,11.848690308590857,4.330733340286331,False,False,True,False,False,7
848,230000,75.0,4.0,294248.45267829,12.345838935721968,4.330733340286331,True,False,False,False,False,0
849,202920,83.0,4.0,285387.3529333652,12.220572019718947,4.430816798843313,False,False,True,False,False,4
850,151580,94.0,3.0,282942.5910286033,11.928875414520668,4.553876891600541,False,False,True,False,False,4
851,585000,172.0,7.0,305146.1096182123,13.279368835614243,5.153291594497779,False,False,True,False,False,2
852,730000,104.0,4.0,321052.80050437694,13.500801182986649,4.653960350157523,False,False,True,False,False,4
853,157000,41.0,2.0,275009.32224350737,11.964007453736912,3.7376696182833684,True,False,False,False,False,5
854,140000,62.0,3.0,282391.16245717474,11.849404844423074,4.143134726391533,False,False,True,False,False,4
855,330000,117.0,5.0,291438.7815047938,12.706850963741102,4.770684624465665,False,False,True,False,False,7
856,210000,101.0,4.0,277850.65507275774,12.25486757159303,4.624972813284271,False,False,True,False,False,4
857,85000,90.0,3.0,279772.11483812716,11.350418300109132,4.51085950651685,False,False,True,False,False,4
858,149732,577.0,4.686456400742115,282854.5910286033,11.916608986995962,6.359573868672378,False,False,False,False,True,6
859,128000,35.0,1.0,311858.91911252093,11.759793355371237,3.58351893845611,True,False,False,False,False,5
860,462924,238.0,6.0,297768.4957905081,13.045320332906016,5.476463551931511,False,False,True,False,False,7
862,510000,92.0,3.0,288168.5764640268,13.1421679654829,4.532599493153256,True,False,False,False,False,0
864,325000,89.0,4.686456400742115,291200.6862666986,12.691583538230217,4.499809670330265,False,False,True,False,False,7
865,346000,32.0,2.0,411694.6446055649,12.754196944209095,3.4965075614664802,True,False,False,False,False,5
866,820000,133.0,4.686456400742115,309509.7459818486,13.617060838751888,4.897839799950911,False,False,True,False,False,7
867,178000,36.0,3.0,284200.6862666986,12.08954444723597,3.6109179126442243,True,False,False,False,False,0
869,530000,130.0,6.0,300962.5910286033,13.180634172318978,4.875197323201151,False,False,True,False,False,7
872,539000,166.0,4.686456400742115,301391.16245717474,13.197472705176983,5.117993812416755,False,False,True,False,False,7
873,499000,150.0,4.686456400742115,299486.40055241284,13.120363378739663,5.017279836814924,False,False,True,False,False,7
875,439000,44.0,4.686456400742115,411694.6446055649,12.992256969959042,3.8066624897703196,True,False,False,False,False,0
876,199500,962.0,4.686456400742115,285224.4957905081,12.20357452783082,6.870053411798126,False,False,False,False,True,6
879,79000,59.0,3.0,279486.40055241284,11.277215789596893,4.0943445622221,False,False,True,False,False,4
880,87000,71.0,3.0,279867.3529333652,11.373674891823535,4.276666119016055,False,False,True,False,False,4
881,74000,98.0,5.0,275646.1096182123,11.211833885608513,4.59511985013459,False,False,True,False,False,7
882,291500,62.0,3.0,304925.6004833612,12.582798715298532,4.143134726391533,True,False,False,False,False,0
883,169600,75.0,3.0,283183.77646402677,12.041203898548972,4.330733340286331,False,False,True,False,False,4
884,119000,160.0,4.0,285553.382345485,11.686887175419702,5.081404364984463,True,False,False,False,False,0
885,137000,29.0,1.0,328521.0121059021,11.827743504053695,3.4011973816621555,True,False,False,False,False,5
886,130000,44.0,2.0,281914.97198098426,11.775297421715827,3.8066624897703196,True,False,False,False,False,5
887,200000,127.0,6.0,275646.1096182123,12.206077645517674,4.852030263919617,False,False,True,False,False,7
888,449000,76.0,4.0,310758.9338166946,13.014780393893403,4.343805421853684,True,False,False,False,False,0
889,510200,576.0,4.686456400742115,334344.10485220305,13.142560044703608,6.3578422665081,False,False,False,False,True,6
890,183600,184.0,8.0,284467.3529333652,12.120520203776788,5.220355825078324,False,False,True,False,False,2
891,222600,128.0,7.0,279435.4092000291,12.313136210176474,4.859812404361672,False,False,True,False,False,2
892,391500,442.0,4.686456400742115,334344.10485220305,12.87774334868815,6.093569770045136,False,False,False,False,True,6
893,55000,3600.0,4.686456400742115,278343.5434095557,10.915106645867503,8.188966863648876,False,False,False,False,True,6
894,174900,37.0,2.0,312734.9879918504,12.071975378543236,3.6375861597263857,True,False,False,False,False,5
897,670000,82.0,4.0,345208.5764640268,13.415034483903348,4.418840607796598,True,False,False,False,False,0
898,260000,65.0,3.0,290488.9338166946,12.468440756144114,4.189654742026425,True,False,False,False,False,0
899,970000,150.0,5.0,318445.8912606264,13.785052381406869,5.017279836814924,True,False,False,False,False,7
900,215000,68.0,3.0,318445.8912606264,12.278397958261774,4.23410650459726,True,False,False,False,False,0
901,970000,150.0,5.0,318445.8912606264,13.785052381406869,5.017279836814924,True,False,False,False,False,7
902,1050000,169.0,5.0,318445.8912606264,13.864301674514206,5.135798437050262,True,False,False,False,False,7
904,264000,95.0,4.0,288295.92436193663,12.483708170000067,4.564348191467836,False,False,True,False,False,4
905,195000,160.0,5.0,285010.21007622237,12.180759965737863,5.081404364984463,False,False,True,False,False,7
906,249000,84.0,4.0,301691.5641636668,12.425212191503038,4.442651256490317,True,False,False,False,False,0
909,915000,120.0,5.0,349835.4092000291,13.726680437153236,4.795790545596741,True,False,False,False,False,7
910,399380,159.0,8.0,294742.5910286033,12.897671127475263,5.075173815233827,False,False,True,False,False,2
913,245000,135.0,5.0,287391.16245717474,12.409017571151187,4.912654885736052,False,False,True,False,False,7
914,355000,74.0,3.0,292629.25769527,12.779875885354993,4.31748811353631,True,False,False,False,False,0
915,460000,78.0,3.0,297629.25769527,13.038983942375959,4.3694478524670215,False,False,True,False,False,4
916,102000,55.0,2.0,280581.63864765095,11.532737896139919,4.02535169073515,True,False,False,False,False,5
920,72500,23.0,1.0,254063.63121541037,11.19135563385109,3.1780538303479458,True,False,False,False,False,5
941,480000,200.0,4.686456400742115,288464.2914363941,13.081543466215237,5.303304908059076,False,False,True,False,False,7
942,42000,1892.0,4.686456400742115,277724.4957905081,10.645448706505872,7.545918151209323,False,False,False,False,True,6
943,144000,35.0,1.0,310758.9338166946,11.87757552297847,3.58351893845611,True,False,False,False,False,5
946,239000,76.0,3.0,284737.01870912133,12.384223015005313,4.343805421853684,True,False,False,False,False,0
948,228800,84.0,3.0,251153.04151766677,12.3406079091076,4.442651256490317,True,False,False,False,False,0
950,262000,46.0,2.0,289187.01870912133,12.476103599529843,3.8501476017100584,True,False,False,False,False,5
953,369000,122.0,4.686456400742115,293295.92436193663,12.818554633046093,4.812184355372417,False,False,True,False,False,7
954,407000,170.0,4.0,295105.4481714605,12.91657092142417,5.14166355650266,False,False,True,False,False,4
955,96000,106.0,7.0,280295.92436193663,11.472113887062386,4.672828834461906,False,False,True,False,False,2
957,84900,73.0,3.0,248931.13786252093,11.349241150793087,4.30406509320417,True,False,False,False,False,0
958,120000,69.0,3.0,248931.13786252093,11.695255355062795,4.248495242049359,True,False,False,False,False,0
959,140000,400.0,4.686456400742115,279100.65507275774,11.849404844423074,5.993961427306569,False,False,False,False,True,6
961,154497,52.0,3.0,283081.4957905081,11.947936430252332,3.970291913552122,False,False,True,False,False,4
964,850000,902.0,11.0,316200.6862666986,13.652992804936396,6.805722553416985,False,True,False,False,False,1
965,129000,127.0,5.0,273418.83689093956,11.767575435251748,4.852030263919617,False,False,True,False,False,7
966,200000,150.0,4.686456400742115,285248.30531431764,12.206077645517674,5.017279836814924,False,False,True,False,False,7
968,219000,90.0,4.0,295418.83689093956,12.296831574998258,4.51085950651685,False,False,True,False,False,4
969,600000,67.0,3.0,298182.4732545759,13.304686600863562,4.219507705176107,True,False,False,False,False,0
970,561000,100.0,3.0,302438.7815047938,13.237477967034438,4.61512051684126,False,False,True,False,False,4
971,624000,140.0,6.0,315191.5641636668,13.343907249914384,4.948759890378168,False,False,True,False,False,7
972,235000,100.0,4.0,286914.97198098426,12.367345048436391,4.61512051684126,False,False,True,False,False,4
973,85209,38.0,3.0,279782.06721907953,11.352874076822001,3.6635616461296463,False,False,True,False,False,4
974,403000,115.0,5.0,294914.97198098426,12.90669432231532,4.7535901911063645,False,False,True,False,False,7
975,468000,145.0,6.0,299018.0178956813,13.056225711649638,4.983606621708336,False,False,True,False,False,7
976,203000,100.0,4.0,278100.65507275774,12.220966184120165,4.61512051684126,False,False,True,False,False,4
977,500000,70.0,3.0,299534.0196000319,13.122365377402328,4.2626798770413155,False,False,True,False,False,4
