id,prix,surface,pieces,ville,prix_log,surface_log,type_bien_APPARTEMENT,type_bien_AUTRE,type_bien_MAISON,type_bien_PARKING,type_bien_TERRAIN,cluster
84,89900,405.0,4.686456400742115,283277.92780003045,11.40646434386837,6.0063531596017325,False,False,False,False,True,6
85,183000,86.0,4.0,284438.7815047938,12.117246896289503,4.465908118654584,False,False,True,False,False,4
86,850000,310.0,8.0,321758.9338166946,13.652992804936396,5.739792912179234,False,False,True,False,False,2
87,577200,100.0,4.0,312291.5641636668,13.265945838382084,4.61512051684126,False,False,True,False,False,4
88,128400,182.0,8.0,281838.7815047938,11.762913458369663,5.209486152841421,False,True,False,False,False,2
89,865000,135.0,6.0,340009.7459818486,13.670485941982712,4.912654885736052,False,False,True,False,False,7
90,685000,140.0,6.0,308343.5434095557,13.437175577097312,4.948759890378168,False,False,True,False,False,7
91,599500,150.0,7.0,294350.65507275774,13.303852921505028,5.017279836814924,True,False,False,False,False,2
92,272500,112.0,4.0,270193.12635558035,12.515397562803473,4.727387818712341,False,False,True,False,False,4
95,189900,210.0,7.0,287641.5641636668,12.15425816271595,5.351858133476067,False,False,True,False,False,2
98,1049000,89.0,4.0,411694.6446055649,13.863348840666827,4.499809670330265,True,False,False,False,False,0
99,169900,125.0,7.0,283814.97198098426,12.042971193457888,4.836281906951478,False,False,True,False,False,2
100,153000,775.0,4.686456400742115,283010.21007622237,11.938199736300925,6.654152520183219,False,False,False,False,True,6
121,468000,102.4,4.0,296258.9338166946,13.056225711649638,4.638604962074329,False,False,True,False,False,4
122,235000,70.0,3.0,223836.16440001718,12.367345048436391,4.2626798770413155,True,False,False,False,False,0
123,199900,128.0,6.0,285243.5434095557,12.20557752297723,4.859812404361672,False,False,True,False,False,7
164,439000,188.0,7.0,304079.08612859534,12.992256969959042,5.241747015059643,False,False,True,False,False,2
167,450000,160.0,6.0,297153.06721907953,13.017005083966255,5.081404364984463,False,False,True,False,False,7
169,72000,78.0,3.0,268582.4732545759,11.184435286790631,4.3694478524670215,False,False,True,False,False,4
175,495000,162.0,7.0,297918.83689093956,13.112315061750808,5.093750200806762,False,False,True,False,False,2
176,930000,100.0,5.0,411694.6446055649,13.742940940397677,4.61512051684126,True,False,False,False,False,7
177,167000,67.0,4.686456400742115,283676.87674288906,12.025755079404917,4.219507705176107,True,False,False,False,False,0
