id,prix,surface,pieces,ville,prix_log,type_bien_APPARTEMENT,type_bien_AUTRE,type_bien_MAISON,type_bien_PARKING,type_bien_TERRAIN
957,84900,73.0,3.0,248931.13786252093,11.349241150793087,True,False,False,False,False
958,120000,69.0,3.0,248931.13786252093,11.695255355062795,True,False,False,False,False
959,140000,400.0,4.686456400742115,279100.65507275774,11.849404844423074,False,False,False,False,True
961,154497,52.0,3.0,283081.4957905081,11.947936430252332,False,False,True,False,False
964,850000,902.0,11.0,316200.6862666986,13.652992804936396,False,True,False,False,False
965,129000,127.0,5.0,273418.83689093956,11.767575435251748,False,False,True,False,False
966,200000,150.0,4.686456400742115,285248.30531431764,12.206077645517674,False,False,True,False,False
968,219000,90.0,4.0,295418.83689093956,12.296831574998258,False,False,True,False,False
969,600000,67.0,3.0,298182.4732545759,13.304686600863562,True,False,False,False,False
970,561000,100.0,3.0,302438.7815047938,13.237477967034438,False,False,True,False,False
971,624000,140.0,6.0,315191.5641636668,13.343907249914384,False,False,True,False,False
972,235000,100.0,4.0,286914.97198098426,12.367345048436391,False,False,True,False,False
973,85209,38.0,3.0,279782.06721907953,11.352874076822001,False,False,True,False,False
974,403000,115.0,5.0,294914.97198098426,12.90669432231532,False,False,True,False,False
975,468000,145.0,6.0,299018.0178956813,13.056225711649638,False,False,True,False,False
976,203000,100.0,4.0,278100.65507275774,12.220966184120165,False,False,True,False,False
977,500000,70.0,3.0,299534.0196000319,13.122365377402328,False,False,True,False,False
978,580000,85.0,4.0,329579.08612859534,13.270785106659046,True,False,False,False,False
979,399000,85.0,4.0,294724.4957905081,12.896719202134523,True,False,False,False,False
980,281600,105.0,4.0,289134.0196000319,12.548246454396082,False,False,True,False,False
981,253000,92.0,4.0,287772.11483812716,12.441148720271016,False,False,True,False,False
982,315000,108.0,4.0,290724.4957905081,12.660331092405906,False,False,True,False,False
983,210000,87.0,7.0,286096.2787652465,12.25486757159303,False,False,True,False,False
984,410900,110.0,5.0,298232.4732545759,12.926107588550702,False,False,True,False,False
985,169000,97.0,4.0,283772.11483812716,12.037659911047468,False,False,True,False,False
986,263800,81.0,4.0,285917.2671500279,12.482950310008736,False,False,True,False,False
987,147537,44.0,2.0,300290.0522815063,11.901841048700488,True,False,False,False,False
988,317900,132.0,6.0,313959.7459818486,12.669495292537231,False,False,True,False,False
989,273000,176.0,8.0,288724.4957905081,12.51723073716405,False,False,True,False,False
990,317700,101.0,5.0,290853.06721907953,12.668865967876197,False,False,True,False,False
991,369000,83.0,3.0,293295.92436193663,12.818554633046093,True,False,False,False,False
992,258475,73.0,3.0,313699.6584387313,12.462558125293526,True,False,False,False,False
993,427846,120.0,5.0,299820.92780003045,12.966520934018416,False,False,True,False,False
994,429000,70.0,3.0,286430.36029001675,12.969214528909768,False,False,True,False,False
995,316900,110.0,5.0,290814.97198098426,12.666344701243613,False,False,True,False,False
996,430000,130.0,5.0,296200.6862666986,12.971542813248437,False,False,True,False,False
997,176700,102.0,4.0,284138.7815047938,12.082214317601338,False,False,True,False,False
999,295000,40.0,2.0,288680.5764640268,12.59473402514672,False,False,True,False,False
1000,630000,166.0,7.0,331118.0178956813,13.353476685668044,False,False,True,False,False
1001,206200,85.0,5.0,285543.5434095557,12.23660670021376,False,False,True,False,False
1002,94000,17.0,1.0,290909.2459818486,11.451060699493427,True,False,False,False,False
1003,381425,160.0,7.0,293887.5910286033,12.85167213972536,False,False,True,False,False
1004,242000,86.0,4.0,287248.30531431764,12.396697137361691,False,False,True,False,False
1005,760000,170.0,6.0,311914.97198098426,13.541075028051122,False,False,True,False,False
1006,262900,94.0,4.0,288243.5434095557,12.479532814438391,False,False,True,False,False
1007,249000,101.0,5.0,287581.63864765095,12.425212191503038,False,False,True,False,False
1008,178000,156.0,5.0,284200.6862666986,12.08954444723597,False,False,True,False,False
1009,244000,61.0,3.0,287343.5434095557,12.404927602627597,True,False,False,False,False
1010,170000,200.0,4.686456400742115,283819.73388574616,12.04355959836804,False,False,False,False,True
1011,155000,48.0,2.0,299548.5764640268,11.951186847493476,True,False,False,False,False
1012,296800,124.0,6.0,289857.8291238414,12.600817159541924,False,False,True,False,False
1013,350000,122.0,6.0,292653.7459818486,12.765691290604371,False,False,True,False,False
1014,320000,154.0,4.0,290962.5910286033,12.676079399771027,False,True,False,False,False
1015,180000,26.0,1.0,290810.1004833612,12.100717685412471,True,False,False,False,False
1016,435000,144.0,6.0,296438.7815047938,12.983103608918753,False,False,True,False,False
1017,209900,41.0,2.0,285719.73388574616,12.254391269970792,True,False,False,False,False
1018,299020,90.0,5.0,289963.5434095557,12.608269084020236,False,False,True,False,False
1019,52500,23.0,1.0,264726.7135478552,10.868587496017359,True,False,False,False,False
1020,39550,550.0,4.686456400742115,269471.4338166946,10.585346257326217,False,False,False,False,True
1044,39550,661.0,4.686456400742115,269471.4338166946,10.585346257326217,False,False,False,False,True
1045,66780,51.0,2.0,278904.4957905081,11.109173887928804,True,False,False,False,False
1046,272896,105.0,5.0,288719.5434095557,12.516849713598264,False,False,True,False,False
1047,419900,178.0,7.0,295719.73388574616,12.947774248188859,False,False,True,False,False
1048,199998,170.0,5.0,285248.21007622237,12.206067645517674,False,False,True,False,False
1049,49900,1400.0,4.686456400742115,278100.6862666986,10.817796321618971,False,False,False,False,True
1050,329000,79.0,3.0,303369.2914363941,12.703816069256568,False,False,True,False,False
1051,349500,192.0,8.0,292367.3529333652,12.764261701882237,False,False,True,False,False
1053,135000,53.0,2.0,275924.6348827817,11.813037464800539,True,False,False,False,False
1054,133500,53.0,2.0,289804.8072965748,11.80186424743109,True,False,False,False,False
1055,740000,150.0,5.0,310962.5910286033,13.51440681653079,False,False,True,False,False
1056,265000,113.0,5.0,281327.92780003045,12.487488878546145,False,False,True,False,False
1057,178000,95.0,4.0,284200.6862666986,12.08954444723597,False,False,True,False,False
1058,799000,246.0,5.0,302464.2914363941,13.591117476312084,False,False,True,False,False
1059,596000,128.0,6.0,313748.45267829,13.297997623898429,False,False,True,False,False
1060,68000,110.0,4.0,278962.5910286033,11.127277689932466,False,False,True,False,False
1081,254999,140.0,4.686456400742115,287867.30531431764,12.449018824140563,False,True,False,False,False
1082,169990,180.0,7.0,283819.25769527,12.043500773454495,True,False,False,False,False
1083,126000,21.0,2.0,288096.2787652465,11.744045122410057,True,False,False,False,False
1085,200000,41.0,2.0,289237.01870912133,12.206077645517674,True,False,False,False,False
1086,437000,165.0,5.0,305681.28506156424,12.987690762404629,False,False,True,False,False
1087,940000,100.0,4.0,304325.4640500093,13.753636218075409,True,False,False,False,False
1088,750000,210.0,6.0,319093.3718428811,13.527829818844937,False,False,True,False,False
1089,445000,89.0,4.0,319093.3718428811,13.005831808336863,False,False,True,False,False
1090,160000,65.0,4.0,286430.36029001675,11.982935344196433,True,False,False,False,False
1091,599000,82.0,3.0,337050.6004833612,13.303018546545275,True,False,False,False,False
1092,189000,171.0,3.0,284724.4957905081,12.149507585033072,False,False,True,False,False
1093,355000,124.0,6.0,292629.25769527,12.779875885354993,False,False,True,False,False
1094,249000,97.0,4.0,273739.015830795,12.425212191503038,False,False,True,False,False
1095,229000,124.0,4.0,273739.015830795,12.34148164933907,False,False,True,False,False
1128,159000,88.0,4.0,304325.4640500093,11.976665770490767,True,False,False,False,False
1129,65000,57.0,3.0,278819.73388574616,11.082157933374816,False,False,True,False,False
1130,90000,54.0,2.0,280010.21007622237,11.407576060361786,True,False,False,False,False
1131,105000,19.09,4.686456400742115,304325.4640500093,11.561725152903833,True,False,False,False,False
1132,282900,91.0,5.0,289195.92436193663,12.552852292101369,False,False,True,False,False
1133,695000,180.0,7.0,310758.9338166946,13.451668563394815,False,False,True,False,False
1134,125000,34.0,2.0,281676.87674288906,11.736077016252437,True,False,False,False,False
1135,210000,124.0,6.0,285724.4957905081,12.25486757159303,False,False,True,False,False
1136,409000,222.0,5.0,295200.6862666986,12.921472880009725,False,False,True,False,False
1137,169000,80.0,7.0,279782.4732545759,12.037659911047468,False,False,True,False,False
1138,281000,142.0,6.0,275924.6348827817,12.546113507028412,False,False,True,False,False
1140,169000,142.0,6.0,275323.382345485,12.037659911047468,False,False,True,False,False
1141,160802,71.0,4.0,283381.73388574616,11.987935292269386,False,False,True,False,False
1142,1240000,210.0,7.0,334772.11483812716,14.030622744032508,False,False,True,False,False
1143,115000,53.0,3.0,281200.6862666986,11.652696102959753,False,False,True,False,False
1144,119000,42.0,2.0,304325.4640500093,11.686887175419702,True,False,False,False,False
1145,45000,850.0,4.686456400742115,277867.3529333652,10.714439990727769,False,False,False,False,True
1146,210000,88.0,6.0,275924.6348827817,12.25486757159303,False,False,True,False,False
1147,126600,42.0,2.0,289305.20052730315,11.748795687555171,True,False,False,False,False
1148,62160,64.0,4.0,278684.4957905081,11.037483072428214,False,False,True,False,False
1149,269000,136.0,5.0,282217.2671500279,12.502470376049185,False,False,True,False,False
1151,399000,144.0,5.0,294724.4957905081,12.896719202134523,False,False,True,False,False
1152,219000,210.0,6.0,286153.06721907953,12.296831574998258,False,False,True,False,False
1153,209000,87.0,5.0,309007.65755716676,12.250094315624496,True,False,False,False,False
1154,159000,57.0,3.0,304325.4640500093,11.976665770490767,True,False,False,False,False
1155,274900,150.0,7.0,288814.97198098426,12.524166311833152,False,False,True,False,False
1156,590000,310.0,5.0,305918.83689093956,13.28787951079572,False,False,True,False,False
1157,350000,142.0,4.0,305918.83689093956,12.765691290604371,False,False,True,False,False
1158,213000,83.0,4.0,285867.3529333652,12.269052139516223,False,False,True,False,False
1159,161000,80.0,4.0,283391.16245717474,11.989165855127435,False,False,True,False,False
1160,297605,90.0,5.0,289896.16245717474,12.603525743028161,False,False,True,False,False
1161,199000,85.0,3.0,285200.6862666986,12.201065128819632,False,False,True,False,False
1162,489000,63.0,3.0,299010.21007622237,13.100119813444692,True,False,False,False,False
1163,220000,83.0,4.0,304325.4640500093,12.301387370778713,True,False,False,False,False
1164,1149000,134.0,5.0,341408.5764640268,13.954403427152533,False,False,True,False,False
1165,57610,40.0,2.0,259930.18381669457,10.961468800673332,True,False,False,False,False
1167,340000,129.0,7.0,291914.97198098426,12.73670383776449,False,False,True,False,False
1168,498000,163.0,5.0,296258.9338166946,13.118357364036902,False,False,True,False,False
1169,79000,111.0,4.0,279486.40055241284,11.277215789596893,False,False,True,False,False
1170,137000,108.0,5.0,281327.92780003045,11.827743504053695,False,False,True,False,False
1171,76000,1037.0,4.686456400742115,279343.5434095557,11.23850177707664,False,False,False,False,True
1172,505000,97.0,4.0,299772.11483812716,13.132315688453556,True,False,False,False,False
1173,499000,127.0,5.0,305123.382345485,13.120363378739663,False,False,True,False,False
1174,189000,49.0,2.0,292052.80050437694,12.149507585033072,True,False,False,False,False
1175,126000,44.0,2.0,325882.0320818334,11.744045122410057,True,False,False,False,False
1176,472000,103.0,4.0,298200.6862666986,13.064736383209516,False,False,True,False,False
1177,249000,118.0,6.0,287581.63864765095,12.425212191503038,False,False,True,False,False
1178,225991,82.0,4.0,286485.97198098426,12.328254879397802,False,False,True,False,False
1179,70000,432.0,4.686456400742115,279057.8291238414,11.156264806643742,False,False,False,False,True
1180,225600,100.0,4.686456400742115,281218.83689093956,12.32652323122033,False,False,True,False,False
1181,1150000,165.0,5.0,325882.0320818334,13.955273369904273,True,False,False,False,False
1182,159500,60.0,4.0,283319.73388574616,11.979805470779858,False,False,True,False,False
1183,745000,140.0,6.0,311200.6862666986,13.521140839642674,False,False,True,False,False
1184,1199000,105.0,4.0,411694.6446055649,13.99699926803766,True,False,False,False,False
1185,569000,132.0,5.0,312734.9879918504,13.251637470576167,False,False,True,False,False
1186,215000,170.0,4.686456400742115,285962.5910286033,12.278397958261774,False,False,True,False,False
1187,215000,130.0,6.0,285962.5910286033,12.278397958261774,False,False,True,False,False
1188,459000,199.0,6.0,297581.63864765095,13.036807667689546,False,False,True,False,False
1189,218400,123.0,6.0,286124.4957905081,12.294088101596984,False,False,True,False,False
1190,650000,117.0,5.0,306676.87674288906,13.384729180332174,False,False,True,False,False
1191,430000,49.0,3.0,337050.6004833612,12.971542813248437,True,False,False,False,False
1192,400000,80.0,4.0,329579.08612859534,12.899222326086994,True,False,False,False,False
1193,340600,234.0,8.0,291943.5434095557,12.738466983201718,False,False,True,False,False
1194,150000,126.0,6.0,282867.3529333652,11.918397239722838,False,False,True,False,False
1195,103000,66.0,3.0,270418.9764640268,11.542493975902508,True,False,False,False,False
1196,223500,92.0,5.0,286367.3529333652,12.317171167298682,False,False,True,False,False
1197,460000,130.0,7.0,297629.25769527,13.038983942375959,False,False,True,False,False
1198,355000,103.0,4.0,288100.65507275774,12.779875885354993,False,False,True,False,False
1199,305305,140.0,6.0,274717.4754833612,12.62906983133038,False,False,True,False,False
1200,296000,108.0,4.0,289819.73388574616,12.598118111678868,False,False,True,False,False
1201,255000,120.0,5.0,296258.9338166946,12.449022745701502,True,False,False,False,False
1202,649000,126.0,5.0,344091.93093915953,13.38318953651709,False,False,True,False,False
1203,450000,170.0,7.0,297153.06721907953,13.017005083966255,False,False,True,False,False
1204,420000,160.0,7.0,309100.65507275774,12.948012371209098,False,False,True,False,False
1205,229000,180.0,4.686456400742115,270193.12635558035,12.34148164933907,False,True,False,False,False
1206,90000,90.0,4.0,276896.1096182123,11.407576060361786,False,False,True,False,False
1207,380000,145.0,5.0,284570.1918087248,12.847929163278053,False,False,True,False,False
1208,48400,380.0,4.686456400742115,278029.25769527,10.78727575364831,False,False,False,False,True
1209,415000,64.0,4.0,341408.5764640268,12.936036208848487,True,False,False,False,False
1210,449000,150.0,7.0,276398.0588166946,13.014780393893403,False,False,True,False,False
1211,178500,80.0,4.0,284224.4957905081,12.092349482427034,False,False,True,False,False
1212,94000,440.0,4.686456400742115,281714.2914363941,11.451060699493427,False,False,False,False,True
1213,375000,78.0,3.0,304325.4640500093,12.834683971615659,True,False,False,False,False
1214,399000,86.0,4.0,294724.4957905081,12.896719202134523,True,False,False,False,False
1215,75000,90.0,4.686456400742115,279295.92436193663,11.225256725762893,False,False,True,False,False
1216,138900,61.0,4.0,282338.7815047938,11.841516728140565,False,False,True,False,False
1217,1249000,155.0,10.0,372791.93093915953,14.037854589747907,False,False,True,False,False
1218,472880,105.0,5.0,330659.8356353138,13.06659905019742,False,False,True,False,False
1219,128000,163.0,6.0,272141.5641636668,11.759793355371237,False,False,True,False,False
1220,749700,229.0,8.0,311424.4957905081,13.527429739357144,False,False,True,False,False
1221,127783,60.0,4.0,281809.40055241284,11.758096617469793,False,False,True,False,False
1222,140282,88.0,6.0,282404.5910286033,11.85141708982527,False,False,True,False,False
1223,141000,98.0,4.0,282438.7815047938,11.856522261533737,False,False,True,False,False
1224,165000,61.0,4.0,283581.63864765095,12.013706813470414,False,False,True,False,False
1225,572000,141.0,6.0,330659.8356353138,13.256896018612155,False,False,True,False,False
1226,130540,25.0,2.0,330659.8356353138,11.779442632647074,True,False,False,False,False
1227,559000,108.0,5.0,330659.8356353138,13.233906541044401,False,False,True,False,False
1228,698000,121.0,4.0,330659.8356353138,13.455975814408239,False,False,True,False,False
1229,235000,93.0,4.0,284737.01870912133,12.367345048436391,True,False,False,False,False
1230,441000,144.0,5.0,296724.4957905081,12.996802422000108,False,False,True,False,False
1231,119000,25.0,2.0,325882.0320818334,11.686887175419702,True,False,False,False,False
1232,272000,112.0,5.0,276772.9764640268,12.513561021741964,False,False,True,False,False
1233,119000,171.0,4.0,281391.16245717474,11.686887175419702,False,False,True,False,False
1234,492560,415.0,11.0,299179.73388574616,13.107373589792548,False,False,True,False,False
1235,183400,69.0,3.0,284457.8291238414,12.11943029135234,False,False,True,False,False
1236,179000,85.0,4.0,284248.30531431764,12.095146671399466,False,False,True,False,False
1237,158000,54.0,3.0,283248.30531431764,11.970356641102999,True,False,False,False,False
1238,599000,220.0,7.0,294487.01870912133,13.303018546545275,False,False,True,False,False
1239,202250,187.0,8.0,285355.4481714605,12.217264779284287,False,False,True,False,False
1240,314000,100.0,5.0,293046.4338166946,12.657151449598695,False,False,True,False,False
1261,298000,90.0,4.0,299009.7459818486,12.604852121186608,False,False,True,False,False
1262,50000,16.0,4.686456400742115,278105.4481714605,10.819798284210286,False,False,False,False,True
1263,279000,158.0,7.0,289010.21007622237,12.53897064502647,False,False,True,False,False
1264,112500,112.0,7.0,277850.65507275774,11.630717389475995,False,False,True,False,False
1265,136500,778.0,4.686456400742115,282224.4957905081,11.824087219587643,False,False,False,False,True
1266,207000,126.0,5.0,271622.36572176823,12.240478903153711,False,False,True,False,False
1267,560000,53.0,3.0,411694.6446055649,13.235693848424024,True,False,False,False,False
1269,284850,190.0,6.0,289288.7815047938,12.559721515522003,False,False,True,False,False
1270,159000,114.0,5.0,282217.2671500279,11.976665770490767,False,False,True,False,False
1271,159000,75.0,4.0,283295.92436193663,11.976665770490767,False,False,True,False,False
1272,1184500,182.0,6.0,324282.4732545759,13.984832146818697,False,False,True,False,False
1273,235000,82.0,3.0,286430.36029001675,12.367345048436391,True,False,False,False,False
1274,251500,100.0,4.0,287700.6862666986,12.435202244657168,False,False,True,False,False
1275,216000,38.0,2.0,315143.3718428811,12.283038316285214,True,False,False,False,False
1309,239000,64.0,3.0,287105.4481714605,12.384223015005313,True,False,False,False,False
1310,178000,80.0,4.686456400742115,272737.01870912133,12.08954444723597,False,False,True,False,False
1311,600000,86.0,5.0,329579.08612859534,13.304686600863562,True,False,False,False,False
1312,184500,120.0,4.0,275113.67006959434,12.12541016250223,False,False,True,False,False
1313,129900,74.0,5.0,275113.67006959434,11.774527900858468,False,False,True,False,False
1314,157500,67.0,4.0,283224.4957905081,11.967187086434018,False,False,True,False,False
1315,70000,30.0,2.0,279057.8291238414,11.156264806643742,True,False,False,False,False
1316,185000,87.0,4.0,284534.0196000319,12.128116509451258,False,False,True,False,False
1317,193000,191.0,7.0,284914.97198098426,12.170450649220749,False,False,True,False,False
1318,108680,839.0,4.686456400742115,280899.73388574616,11.596172264822943,False,False,False,False,True
1319,79000,20.0,1.0,276302.47736925655,11.277215789596893,True,False,False,False,False
1320,202789,81.0,4.0,285381.11483812716,12.21992623981871,False,False,True,False,False
1321,145000,79.0,5.0,282629.25769527,11.884495917930655,True,False,False,False,False
1322,248000,142.0,6.0,287534.0196000319,12.421188057397055,False,False,True,False,False
1323,255000,68.0,3.0,304325.4640500093,12.449022745701502,True,False,False,False,False
1324,278000,93.0,4.0,288962.5910286033,12.535379989788607,False,False,True,False,False
1325,434000,97.0,5.0,304325.4640500093,12.980802117227352,False,False,True,False,False
1326,388000,100.0,4.0,292646.1096182123,12.868763195921677,False,False,True,False,False
1327,370000,161.0,7.0,286759.7459818486,12.821260987319457,False,False,True,False,False
1328,395000,72.0,3.0,321052.80050437694,12.886643575525625,True,False,False,False,False
1329,390000,200.0,6.0,294295.92436193663,12.873904582205107,False,False,True,False,False
1330,430000,132.0,4.0,296200.6862666986,12.971542813248437,False,False,True,False,False
1355,175000,43.0,2.0,310888.5764640268,12.07254696717504,True,False,False,False,False
1358,289000,155.0,7.0,289486.40055241284,12.574185427296195,False,False,True,False,False
1359,474000,77.0,4.0,298295.92436193663,13.06896471037963,False,False,True,False,False
1362,89000,72.0,4.0,273373.382345485,11.39640288460621,False,False,True,False,False
1368,148000,65.0,3.0,282772.11483812716,11.904974309480183,False,False,True,False,False
1369,390000,74.0,3.0,299768.0709294315,12.873904582205107,True,False,False,False,False
1392,235000,66.0,4.0,310888.5764640268,12.367345048436391,True,False,False,False,False
1393,398900,271.0,9.0,294719.73388574616,12.896468544784314,False,False,True,False,False
1394,135000,140.0,4.0,282153.06721907953,11.813037464800539,False,False,True,False,False
1395,415000,175.0,4.686456400742115,295486.40055241284,12.936036208848487,False,False,True,False,False
1401,139900,61.0,3.0,282386.40055241284,11.848690308590857,True,False,False,False,False
1410,259000,51.0,2.0,306555.20052730315,12.464587201678082,True,False,False,False,False
1434,159000,85.0,4.686456400742115,283295.92436193663,11.976665770490767,False,False,True,False,False
1444,239000,117.0,4.0,270193.12635558035,12.384223015005313,False,False,True,False,False
1471,80000,2471.0,4.686456400742115,279534.0196000319,11.289794413577894,False,False,False,False,True
1478,185000,24.5,4.686456400742115,288373.382345485,12.128116509451258,True,False,False,False,False
1479,85000,82.0,4.0,279772.11483812716,11.350418300109132,False,False,True,False,False
1489,183000,85.0,5.0,288574.53963481175,12.117246896289503,False,False,True,False,False
1633,35000,311.0,4.686456400742115,277391.16245717474,10.463131911491967,False,False,False,False,True
1634,158000,86.0,3.0,283248.30531431764,11.970356641102999,False,False,True,False,False
1809,319000,40.0,2.0,341408.5764640268,12.672949516558306,True,False,False,False,False
1810,265000,133.0,5.0,288343.5434095557,12.487488878546145,False,False,True,False,False
1831,699000,190.0,6.0,323600.65507275774,13.457407451830088,False,False,True,False,False
1832,35000,55.0,6.0,277391.16245717474,10.463131911491967,False,False,True,False,False
1833,285000,143.0,6.0,275924.6348827817,12.560247968016562,False,False,True,False,False
1834,149300,80.0,4.0,282834.0196000319,11.913719681428494,True,False,False,False,False
1835,159000,105.0,5.0,283295.92436193663,11.976665770490767,False,False,True,False,False
1890,979000,71.0,3.0,411694.6446055649,13.794287942962585,True,False,False,False,False
1912,310000,107.0,4.0,290486.40055241284,12.644330802262578,True,False,False,False,False
1967,289380,105.0,4.0,300290.0522815063,12.575499437948935,False,False,True,False,False
1968,735000,144.0,4.0,312734.9879918504,13.507627138738266,False,False,True,False,False
1969,493000,130.0,4.0,286430.36029001675,13.108266481420335,True,False,False,False,False
1970,160000,40.0,2.0,279988.5764640268,11.982935344196433,True,False,False,False,False
1991,205000,63.0,3.0,284282.4732545759,12.230770136157428,True,False,False,False,False
1992,159000,48.0,2.0,289804.8072965748,11.976665770490767,True,False,False,False,False
2115,489000,200.0,5.0,411694.6446055649,13.100119813444692,False,True,False,False,False
2116,630000,96.0,5.0,373964.5764640268,13.353476685668044,True,False,False,False,False
2117,472500,215.0,7.0,298224.4957905081,13.065795142315812,False,False,True,False,False
2118,288000,109.0,5.0,289438.7815047938,12.570719231334277,False,False,True,False,False
2119,90500,66.0,3.0,280034.0196000319,11.413116179350727,False,False,True,False,False
2120,735000,73.0,3.0,411694.6446055649,13.507627138738266,True,False,False,False,False
2121,241000,94.0,4.0,287200.6862666986,12.392556361841777,False,False,True,False,False
2122,725000,350.0,5.0,275924.6348827817,13.493928313146206,False,False,True,False,False
2123,165000,66.0,3.0,265546.7081384873,12.013706813470414,True,False,False,False,False
2124,181750,88.0,7.0,284379.25769527,12.110392897443903,False,False,True,False,False
2125,628900,93.0,4.0,373964.5764640268,13.351729130608245,False,False,True,False,False
2126,459000,100.0,6.0,292100.65507275774,13.036807667689546,False,False,True,False,False
2127,234000,135.0,6.0,291305.20052730315,12.36308066783498,False,False,True,False,False
2128,161000,58.0,2.0,304325.4640500093,11.989165855127435,True,False,False,False,False
2129,195000,32.0,2.0,285010.21007622237,12.180759965737863,True,False,False,False,False
2130,162000,69.0,3.0,264104.5764640268,11.995357787034976,True,False,False,False,False
2131,212000,125.0,5.0,285819.73388574616,12.264346270624157,False,False,True,False,False
2132,233900,45.0,2.0,360608.98318859056,12.36265322789447,True,False,False,False,False
2133,197000,62.0,3.0,312734.9879918504,12.190964083849375,True,False,False,False,False
2134,299000,120.0,5.0,273338.1004833612,12.608202196848836,False,False,True,False,False
2135,124600,55.0,3.0,299768.0709294315,11.732871910985468,True,False,False,False,False
2136,140000,33.0,1.0,282391.16245717474,11.849404844423074,True,False,False,False,False
2137,279000,132.0,4.0,282313.67006959434,12.53897064502647,False,False,True,False,False
2138,65000,921.0,4.686456400742115,278819.73388574616,11.082157933374816,False,False,False,False,True
2139,135000,216.0,10.0,282153.06721907953,11.813037464800539,False,False,True,False,False
2140,394000,180.0,7.0,294486.40055241284,12.884108726347916,False,False,True,False,False
2141,349900,92.0,5.0,292386.40055241284,12.765405536311112,False,False,True,False,False
2142,216000,64.0,3.0,273911.4961565509,12.283038316285214,True,False,False,False,False
2143,558000,156.0,4.0,302295.92436193663,13.232116033476537,False,False,True,False,False
2144,249900,62.0,3.0,315143.3718428811,12.428820118415677,True,False,False,False,False
2146,385000,204.0,10.0,309007.65755716676,12.861001210669146,False,False,True,False,False
2147,1078250,135.0,4.686456400742115,327069.73388574616,13.890850841938363,False,False,True,False,False
2148,244500,92.0,4.0,287367.3529333652,12.40697467786825,False,False,True,False,False
2149,487000,92.0,4.0,298357.1483304639,13.096021455450709,False,False,True,False,False
2150,114487,42.0,2.0,279395.51870912133,11.648225292990713,True,False,False,False,False
2176,220000,20.0,4.686456400742115,318333.80041430966,12.301387370778713,False,False,False,False,True
2177,135000,31.0,2.0,304325.4640500093,11.813037464800539,True,False,False,False,False
2178,115500,780.0,4.686456400742115,281224.4957905081,11.657034466915164,False,False,False,False,True
2179,239000,178.0,7.0,287105.4481714605,12.384223015005313,False,False,True,False,False
2180,87000,770.0,4.686456400742115,270196.1096182123,11.373674891823535,False,False,False,False,True
2181,295000,123.0,6.0,289772.11483812716,12.59473402514672,False,False,True,False,False
2182,470000,160.0,4.686456400742115,298105.4481714605,13.060490101343552,False,False,True,False,False
2183,245000,68.0,3.0,288248.45267829,12.409017571151187,True,False,False,False,False
2184,156000,82.0,4.0,282217.2671500279,11.957617696467539,False,False,True,False,False
2185,190700,123.0,5.0,277268.83689093956,12.158462035413251,False,False,True,False,False
2186,343200,115.0,5.0,299018.0178956813,12.746071560344612,False,False,True,False,False
2187,965000,87.0,2.0,304325.4640500093,13.779884416590017,True,False,False,False,False
2188,179000,71.0,3.0,284248.30531431764,12.095146671399466,False,False,True,False,False
2189,1250000,184.0,6.0,324450.6004833612,14.038654909278163,False,False,True,False,False
2190,265300,588.0,4.686456400742115,288357.8291238414,12.488620309436481,False,False,False,False,True
2211,299000,73.0,3.0,321795.8912606264,12.608202196848836,True,False,False,False,False
2212,292000,267.0,10.0,289629.25769527,12.584512505902088,False,False,True,False,False
2213,76000,70.0,3.0,288464.2914363941,11.23850177707664,False,False,True,False,False
2214,319900,80.0,4.0,330462.5798285851,12.675766851909591,True,False,False,False,False
2215,798000,77.0,5.0,350531.0613739422,13.589865129563993,True,False,False,False,False
2217,435000,113.0,5.0,296438.7815047938,12.983103608918753,False,False,True,False,False
2218,240000,481.0,4.686456400742115,287153.06721907953,12.388398368982115,False,False,False,False,True
2219,749000,238.0,9.0,315418.382345485,13.52649559761195,False,False,True,False,False
2220,156000,73.0,4.0,280259.7459818486,11.957617696467539,False,False,True,False,False
2221,379000,106.0,5.0,311408.5764640268,12.84529412258351,False,False,True,False,False
2222,215000,58.0,3.0,292222.36572176823,12.278397958261774,True,False,False,False,False
2223,293000,95.0,4.0,289676.87674288906,12.587931300962664,False,False,True,False,False
2224,189900,44.0,3.0,311858.91911252093,12.15425816271595,False,False,True,False,False
2225,223900,67.0,4.686456400742115,286386.40055241284,12.318959268856462,False,False,True,False,False
2228,380000,99.0,4.0,321795.8912606264,12.847929163278053,True,False,False,False,False
2229,69900,86.0,3.0,275879.7671500279,11.154835234271214,False,False,False,True,False
2230,183000,32.0,2.0,295644.3504833612,12.117246896289503,True,False,False,False,False
2231,315000,64.0,3.0,288191.5641636668,12.660331092405906,True,False,False,False,False
2232,235000,63.0,3.0,288191.5641636668,12.367345048436391,True,False,False,False,False
2233,119000,100.0,5.0,260313.67006959434,11.686887175419702,False,False,True,False,False
2234,120000,97.0,6.0,275687.01870912133,11.695255355062795,False,False,True,False,False
2235,319000,115.0,4.0,290914.97198098426,12.672949516558306,True,False,False,False,False
2236,354500,58.0,3.0,308980.1004833612,12.778466445824812,True,False,False,False,False
2237,171200,42.0,2.0,280757.4732545759,12.050593583794214,True,False,False,False,False
2238,208210,88.0,4.0,285639.25769527,12.24630726758099,False,False,True,False,False
